input_cif,action_prompt,output_cif
mp-1245626.cif,Rotate all surrounding atoms within 3.4935048074516 of the center atom at index 1 by 288.0536374563993 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1245626_processed.cif
mp-1245657.cif,Rotate all surrounding atoms within 3.9506664053909146 of the center atom at index 25 by 192.09808672007176 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1245657_processed.cif
mp-1245740.cif,Rotate all surrounding atoms within 3.0370705743024926 of the center atom at index 21 by 254.3275450759492 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1245740_processed.cif
mp-1246144.cif,Rotate all surrounding atoms within 2.2141696278740137 of the center atom at index 9 by 255.06953118190197 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1246144_processed.cif
mp-1246228.cif,Rotate all surrounding atoms within 3.510886189186457 of the center atom at index 17 by 179.0872759460387 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1246228_processed.cif
mp-1246371.cif,Rotate all surrounding atoms within 3.5859411683101423 of the center atom at index 23 by 244.27957278828995 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1246371_processed.cif
mp-1246720.cif,Rotate all surrounding atoms within 3.3066551507629818 of the center atom at index 10 by 300.1968382588129 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1246720_processed.cif
mp-1246726.cif,Rotate all surrounding atoms within 2.982114156509538 of the center atom at index 13 by 208.93840921445607 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1246726_processed.cif
mp-1246860.cif,Rotate all surrounding atoms within 3.7261880545233956 of the center atom at index 16 by 97.68633473883605 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1246860_processed.cif
mp-1247094.cif,Rotate all surrounding atoms within 3.3860330496486926 of the center atom at index 7 by 97.29400278275233 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1247094_processed.cif
mp-1247286.cif,Rotate all surrounding atoms within 2.198762034425358 of the center atom at index 52 by 307.46963287888013 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1247286_processed.cif
mp-1247309.cif,Rotate all surrounding atoms within 3.5711191148064145 of the center atom at index 1 by 178.01408947396303 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1247309_processed.cif
mp-1247354.cif,Rotate all surrounding atoms within 3.1840980856789307 of the center atom at index 21 by 157.54258483260458 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1247354_processed.cif
mp-1247634.cif,Rotate all surrounding atoms within 3.7839742935634817 of the center atom at index 36 by 79.60577258094975 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1247634_processed.cif
mp-1247690.cif,Rotate all surrounding atoms within 2.6671858248882128 of the center atom at index 10 by 86.23443889148523 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1247690_processed.cif
mp-1250148.cif,Rotate all surrounding atoms within 2.9192897219152067 of the center atom at index 7 by 219.43463956565327 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1250148_processed.cif
mp-1250558.cif,Rotate all surrounding atoms within 2.5119086133730564 of the center atom at index 11 by 285.5729799930489 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1250558_processed.cif
mp-1253019.cif,Rotate all surrounding atoms within 2.8884625336276257 of the center atom at index 15 by 267.57507224553535 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1253019_processed.cif
mp-1262123.cif,Rotate all surrounding atoms within 2.5482621955676708 of the center atom at index 0 by 219.29324039639937 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1262123_processed.cif
mp-12645.cif,Rotate all surrounding atoms within 2.6767057769809233 of the center atom at index 9 by 190.68827027226098 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-12645_processed.cif
mp-1273464.cif,Rotate all surrounding atoms within 2.2876479267249596 of the center atom at index 3 by 149.6174859457173 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1273464_processed.cif
mp-1274050.cif,Rotate all surrounding atoms within 3.887198676500084 of the center atom at index 13 by 241.80024236495035 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1274050_processed.cif
mp-1275879.cif,Rotate all surrounding atoms within 3.6142021169307323 of the center atom at index 5 by 163.31937054583636 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1275879_processed.cif
mp-1278738.cif,Rotate all surrounding atoms within 3.588647799498095 of the center atom at index 7 by 213.1387423987832 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1278738_processed.cif
mp-1290926.cif,Rotate all surrounding atoms within 3.7167960302573624 of the center atom at index 4 by 157.90654137917065 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1290926_processed.cif
mp-1290947.cif,Rotate all surrounding atoms within 2.371231177157918 of the center atom at index 15 by 91.45566910808923 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1290947_processed.cif
mp-1293037.cif,Rotate all surrounding atoms within 3.2742781696857186 of the center atom at index 19 by 311.83583552202873 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1293037_processed.cif
mp-1294897.cif,Rotate all surrounding atoms within 3.640767100600908 of the center atom at index 30 by 54.902462290441576 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1294897_processed.cif
mp-1297758.cif,Rotate all surrounding atoms within 2.3673514670192652 of the center atom at index 29 by 207.58172261965035 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1297758_processed.cif
mp-1299593.cif,Rotate all surrounding atoms within 2.7240999232973726 of the center atom at index 23 by 238.93840537206094 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1299593_processed.cif
mp-1301981.cif,Rotate all surrounding atoms within 2.784640061188216 of the center atom at index 13 by 151.882657487146 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1301981_processed.cif
mp-1302395.cif,Rotate all surrounding atoms within 3.2264952688241846 of the center atom at index 21 by 55.92249680978448 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1302395_processed.cif
mp-1307565.cif,Rotate all surrounding atoms within 2.6838292967993516 of the center atom at index 23 by 48.749353004794955 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1307565_processed.cif
mp-1310460.cif,Rotate all surrounding atoms within 3.161978295334158 of the center atom at index 0 by 235.74087221014275 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1310460_processed.cif
mp-1311133.cif,Rotate all surrounding atoms within 3.2833331649007866 of the center atom at index 9 by 286.4053141271022 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1311133_processed.cif
mp-1323.cif,Rotate all surrounding atoms within 3.122754538153024 of the center atom at index 58 by 246.6717813528102 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1323_processed.cif
mp-1329989.cif,Rotate all surrounding atoms within 3.7916303281019816 of the center atom at index 31 by 298.98927678718564 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1329989_processed.cif
mp-1330925.cif,Rotate all surrounding atoms within 2.3836951778555324 of the center atom at index 12 by 191.50357962444684 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1330925_processed.cif
mp-1337025.cif,Rotate all surrounding atoms within 2.770064421613874 of the center atom at index 12 by 58.19620293005597 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1337025_processed.cif
mp-1337931.cif,Rotate all surrounding atoms within 2.9313482713267733 of the center atom at index 19 by 309.9412588704028 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1337931_processed.cif
mp-1344766.cif,Rotate all surrounding atoms within 2.7360745095142507 of the center atom at index 2 by 179.35415976243246 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1344766_processed.cif
mp-1347018.cif,Rotate all surrounding atoms within 2.3807818318337204 of the center atom at index 13 by 60.94620834141844 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1347018_processed.cif
mp-1348043.cif,Rotate all surrounding atoms within 3.6686567391806575 of the center atom at index 12 by 300.7628830452361 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1348043_processed.cif
mp-1350284.cif,Rotate all surrounding atoms within 3.7879448065221144 of the center atom at index 40 by 215.61938110772073 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1350284_processed.cif
mp-1354141.cif,Rotate all surrounding atoms within 1.9896259924729969 of the center atom at index 17 by 217.6176029029694 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1354141_processed.cif
mp-13560.cif,Rotate all surrounding atoms within 3.3540151348360285 of the center atom at index 0 by 150.46110219894086 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-13560_processed.cif
mp-1368020.cif,Rotate all surrounding atoms within 3.4669803001792747 of the center atom at index 6 by 197.97339739313443 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1368020_processed.cif
mp-1370295.cif,Rotate all surrounding atoms within 2.9813108416352874 of the center atom at index 7 by 139.44623774204274 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1370295_processed.cif
mp-1373337.cif,Rotate all surrounding atoms within 3.623340160935372 of the center atom at index 14 by 250.71786004487413 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1373337_processed.cif
mp-1376405.cif,Rotate all surrounding atoms within 3.910864504106687 of the center atom at index 0 by 182.10559066868302 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1376405_processed.cif
mp-1377393.cif,Rotate all surrounding atoms within 3.963618508984318 of the center atom at index 14 by 300.8172846565098 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1377393_processed.cif
mp-1377991.cif,Rotate all surrounding atoms within 2.44903927696559 of the center atom at index 7 by 300.1535509923465 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1377991_processed.cif
mp-1385417.cif,Rotate all surrounding atoms within 3.230640835276015 of the center atom at index 1 by 248.31694272612316 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1385417_processed.cif
mp-1388114.cif,Rotate all surrounding atoms within 3.5225892180194416 of the center atom at index 0 by 143.6370498339777 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1388114_processed.cif
mp-1388425.cif,Rotate all surrounding atoms within 3.7501862122167386 of the center atom at index 2 by 259.4484793248786 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1388425_processed.cif
mp-1391777.cif,Rotate all surrounding atoms within 2.9417345083907502 of the center atom at index 6 by 91.36500358491239 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1391777_processed.cif
mp-14005.cif,Rotate all surrounding atoms within 2.952322513310752 of the center atom at index 9 by 127.88028190891686 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-14005_processed.cif
mp-1401385.cif,Rotate all surrounding atoms within 2.5253162755961145 of the center atom at index 1 by 213.83796552098445 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1401385_processed.cif
mp-1405211.cif,Rotate all surrounding atoms within 2.9450791758308563 of the center atom at index 8 by 138.87783853825132 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1405211_processed.cif
mp-1412002.cif,Rotate all surrounding atoms within 1.9988377904394472 of the center atom at index 3 by 241.3669658338374 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1412002_processed.cif
mp-1419122.cif,Rotate all surrounding atoms within 3.2435354792673454 of the center atom at index 11 by 70.33812033826413 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1419122_processed.cif
mp-1439.cif,Rotate all surrounding atoms within 3.531410718085713 of the center atom at index 9 by 286.32842293083434 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1439_processed.cif
mp-14555.cif,Rotate all surrounding atoms within 2.8637966890705258 of the center atom at index 17 by 251.6289755800983 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-14555_processed.cif
mp-14556.cif,Rotate all surrounding atoms within 2.58913126418126 of the center atom at index 42 by 56.59227116831771 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-14556_processed.cif
mp-1516666.cif,Rotate all surrounding atoms within 3.280818854023151 of the center atom at index 2 by 158.95441064496362 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1516666_processed.cif
mp-1517169.cif,Rotate all surrounding atoms within 2.6244512089066596 of the center atom at index 9 by 294.5661020787679 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1517169_processed.cif
mp-1517627.cif,Rotate all surrounding atoms within 2.750266931839778 of the center atom at index 6 by 293.5348066612319 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1517627_processed.cif
mp-1518007.cif,Rotate all surrounding atoms within 3.4979193410811424 of the center atom at index 11 by 206.19277917811303 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1518007_processed.cif
mp-1518014.cif,Rotate all surrounding atoms within 2.9850270141870867 of the center atom at index 3 by 148.8900892395805 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1518014_processed.cif
mp-1518246.cif,Rotate all surrounding atoms within 2.1998205967960307 of the center atom at index 8 by 98.54590310428205 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1518246_processed.cif
mp-1518458.cif,Rotate all surrounding atoms within 2.413609564279998 of the center atom at index 7 by 132.6027132186387 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1518458_processed.cif
mp-1518757.cif,Rotate all surrounding atoms within 2.737261796717695 of the center atom at index 9 by 254.70124705711632 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1518757_processed.cif
mp-1519002.cif,Rotate all surrounding atoms within 3.8412755065900908 of the center atom at index 3 by 100.54063160194843 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1519002_processed.cif
mp-1519698.cif,Rotate all surrounding atoms within 2.554174102328627 of the center atom at index 24 by 252.01870758379218 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1519698_processed.cif
mp-1519736.cif,Rotate all surrounding atoms within 3.6553315898300474 of the center atom at index 5 by 243.09151332124222 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1519736_processed.cif
mp-1519860.cif,Rotate all surrounding atoms within 3.477494858478395 of the center atom at index 11 by 100.90077803701138 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1519860_processed.cif
mp-1519983.cif,Rotate all surrounding atoms within 2.916217703151653 of the center atom at index 4 by 127.10606863656045 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1519983_processed.cif
mp-1519998.cif,Rotate all surrounding atoms within 3.858259688332631 of the center atom at index 9 by 230.97817883583176 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1519998_processed.cif
mp-1520500.cif,Rotate all surrounding atoms within 3.7806076845831527 of the center atom at index 1 by 174.58222153275685 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1520500_processed.cif
mp-1521011.cif,Rotate all surrounding atoms within 3.813673197956895 of the center atom at index 3 by 173.06541526916553 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1521011_processed.cif
mp-1521056.cif,Rotate all surrounding atoms within 2.982632770278836 of the center atom at index 9 by 211.38063877280956 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1521056_processed.cif
mp-1521082.cif,Rotate all surrounding atoms within 3.1383646631841904 of the center atom at index 5 by 89.25124654515088 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1521082_processed.cif
mp-1521221.cif,Rotate all surrounding atoms within 3.671795761385157 of the center atom at index 1 by 135.35902198877108 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1521221_processed.cif
mp-1521309.cif,Rotate all surrounding atoms within 3.4050560720325214 of the center atom at index 7 by 264.44958419347176 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1521309_processed.cif
mp-1521702.cif,Rotate all surrounding atoms within 3.494155252374927 of the center atom at index 0 by 195.12351245125404 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1521702_processed.cif
mp-1522205.cif,Rotate all surrounding atoms within 2.1158394227501156 of the center atom at index 5 by 119.14514801544733 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1522205_processed.cif
mp-1522629.cif,Rotate all surrounding atoms within 2.694513768553723 of the center atom at index 3 by 235.05440301529157 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1522629_processed.cif
mp-1522792.cif,Rotate all surrounding atoms within 2.2464234574318387 of the center atom at index 9 by 259.8434597039816 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1522792_processed.cif
mp-1523004.cif,Rotate all surrounding atoms within 2.001150556205374 of the center atom at index 4 by 308.5086376320638 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1523004_processed.cif
mp-1523044.cif,Rotate all surrounding atoms within 2.4352648566689554 of the center atom at index 4 by 269.1495866806636 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1523044_processed.cif
mp-1523067.cif,Rotate all surrounding atoms within 2.550923496127654 of the center atom at index 6 by 55.29936472157028 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1523067_processed.cif
mp-1523239.cif,Rotate all surrounding atoms within 3.8498337827321825 of the center atom at index 4 by 254.43941484195767 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1523239_processed.cif
mp-15896.cif,Rotate all surrounding atoms within 3.6533396566818004 of the center atom at index 7 by 118.81827063630524 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-15896_processed.cif
mp-1643677.cif,Rotate all surrounding atoms within 3.6776137813454737 of the center atom at index 0 by 238.3687318463228 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1643677_processed.cif
mp-1645697.cif,Rotate all surrounding atoms within 2.967165289448176 of the center atom at index 25 by 296.4741857076048 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1645697_processed.cif
mp-1661789.cif,Rotate all surrounding atoms within 2.127042974181125 of the center atom at index 16 by 83.63627764416975 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1661789_processed.cif
mp-1661936.cif,Rotate all surrounding atoms within 2.060907219021628 of the center atom at index 20 by 289.14608316897454 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1661936_processed.cif
mp-1662795.cif,Rotate all surrounding atoms within 3.9741818788763235 of the center atom at index 24 by 198.8843326791382 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1662795_processed.cif
mp-1666930.cif,Rotate all surrounding atoms within 3.055346126399913 of the center atom at index 32 by 250.6731509325314 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1666930_processed.cif
mp-17024.cif,Rotate all surrounding atoms within 3.7690861331475354 of the center atom at index 23 by 65.45594266295535 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-17024_processed.cif
mp-17282.cif,Rotate all surrounding atoms within 3.389463641522927 of the center atom at index 31 by 134.45440494357564 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-17282_processed.cif
mp-17344.cif,Rotate all surrounding atoms within 3.244394762084028 of the center atom at index 21 by 234.92812782293777 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-17344_processed.cif
mp-17676.cif,Rotate all surrounding atoms within 3.9969562078393484 of the center atom at index 23 by 207.3813314764949 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-17676_processed.cif
mp-17770.cif,Rotate all surrounding atoms within 2.5891085128631266 of the center atom at index 30 by 291.06726131683496 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-17770_processed.cif
mp-17838.cif,Rotate all surrounding atoms within 3.719024029599833 of the center atom at index 1 by 161.52893594246456 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-17838_processed.cif
mp-17861.cif,Rotate all surrounding atoms within 3.733731767410265 of the center atom at index 11 by 62.320561594058105 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-17861_processed.cif
mp-18469.cif,Rotate all surrounding atoms within 3.5718761151417047 of the center atom at index 27 by 181.80046479792142 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-18469_processed.cif
mp-18525.cif,Rotate all surrounding atoms within 3.164213582680884 of the center atom at index 6 by 97.50580618363747 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-18525_processed.cif
mp-18612.cif,Rotate all surrounding atoms within 3.0177256201107148 of the center atom at index 17 by 56.103797260710856 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-18612_processed.cif
mp-18701.cif,Rotate all surrounding atoms within 2.7313141992400176 of the center atom at index 19 by 50.62995031475546 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-18701_processed.cif
mp-18713.cif,Rotate all surrounding atoms within 3.6694635196206216 of the center atom at index 22 by 52.38712854099746 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-18713_processed.cif
mp-18817.cif,Rotate all surrounding atoms within 3.598345307492541 of the center atom at index 10 by 149.3072175025858 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-18817_processed.cif
mp-18833.cif,Rotate all surrounding atoms within 1.7585889307262967 of the center atom at index 10 by 112.95893261215765 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-18833_processed.cif
mp-18848.cif,Rotate all surrounding atoms within 3.654496106574103 of the center atom at index 6 by 162.00894025907792 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-18848_processed.cif
mp-18996.cif,Rotate all surrounding atoms within 3.4956785515959377 of the center atom at index 8 by 167.2710755362251 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-18996_processed.cif
mp-19070.cif,Rotate all surrounding atoms within 2.8340463681043024 of the center atom at index 5 by 272.51824509351366 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-19070_processed.cif
mp-19087.cif,Rotate all surrounding atoms within 2.5320421598538054 of the center atom at index 7 by 126.68239901975426 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-19087_processed.cif
mp-19123.cif,Rotate all surrounding atoms within 3.8110257580914824 of the center atom at index 0 by 176.8137112901552 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-19123_processed.cif
mp-19162.cif,Rotate all surrounding atoms within 3.0548959749253903 of the center atom at index 6 by 181.91423526057258 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-19162_processed.cif
mp-19426.cif,Rotate all surrounding atoms within 2.8881640760480076 of the center atom at index 1 by 94.21195766931167 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-19426_processed.cif
mp-19785.cif,Rotate all surrounding atoms within 3.472815940243467 of the center atom at index 19 by 184.89470417311108 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-19785_processed.cif
mp-1987603.cif,Rotate all surrounding atoms within 3.4523777701446994 of the center atom at index 8 by 87.62295585542081 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1987603_processed.cif
mp-19903.cif,Rotate all surrounding atoms within 3.8921897395352607 of the center atom at index 4 by 64.0719339248643 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-19903_processed.cif
mp-19931.cif,Rotate all surrounding atoms within 3.163018225139817 of the center atom at index 15 by 300.74096230465153 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-19931_processed.cif
mp-20276.cif,Rotate all surrounding atoms within 2.2696092819282305 of the center atom at index 2 by 99.9821272741442 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-20276_processed.cif
mp-2030372.cif,Rotate all surrounding atoms within 1.4184889995585226 of the center atom at index 13 by 62.0180412084729 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-2030372_processed.cif
mp-20460.cif,Rotate all surrounding atoms within 2.2625110417222745 of the center atom at index 4 by 56.96019792359383 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-20460_processed.cif
mp-20499.cif,Rotate all surrounding atoms within 3.028490976663313 of the center atom at index 5 by 145.21942676976303 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-20499_processed.cif
mp-2053129.cif,Rotate all surrounding atoms within 3.6136569324479755 of the center atom at index 4 by 166.69488900551895 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-2053129_processed.cif
mp-20633.cif,Rotate all surrounding atoms within 2.507196188492731 of the center atom at index 7 by 100.06919448138255 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-20633_processed.cif
mp-21208.cif,Rotate all surrounding atoms within 2.8485568436366187 of the center atom at index 2 by 292.8841140505922 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-21208_processed.cif
mp-21493.cif,Rotate all surrounding atoms within 3.973155416413106 of the center atom at index 7 by 250.8776773993257 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-21493_processed.cif
mp-21658.cif,Rotate all surrounding atoms within 3.427213888706241 of the center atom at index 23 by 177.93229035264457 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-21658_processed.cif
mp-21799.cif,Rotate all surrounding atoms within 3.8505794722899314 of the center atom at index 24 by 118.99523811307704 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-21799_processed.cif
mp-22042.cif,Rotate all surrounding atoms within 1.645102022512273 of the center atom at index 11 by 307.3806311681933 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-22042_processed.cif
