input_cif,action_prompt,output_cif
mp-1274050.cif,Rotate all surrounding atoms within 3.3051379114225696 angstrom of the center atom at index 10 by 191.83494968067632 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1274050_processed.cif
mp-1275879.cif,Rotate all surrounding atoms within 2.451631395271638 angstrom of the center atom at index 19 by 148.2461522593957 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1275879_processed.cif
mp-1278738.cif,Rotate all surrounding atoms within 3.1434597371117006 angstrom of the center atom at index 9 by 166.56053294377597 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1278738_processed.cif
mp-1290926.cif,Rotate all surrounding atoms within 3.407360625682487 angstrom of the center atom at index 9 by 188.6976652199449 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1290926_processed.cif
mp-1290947.cif,Rotate all surrounding atoms within 2.654203554841073 angstrom of the center atom at index 0 by 129.7754878701398 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1290947_processed.cif
mp-1293037.cif,Rotate all surrounding atoms within 3.574782760678218 angstrom of the center atom at index 11 by 82.21070579475423 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1293037_processed.cif
mp-1294897.cif,Rotate all surrounding atoms within 3.300992778785811 angstrom of the center atom at index 16 by 67.89043078020002 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1294897_processed.cif
mp-1297758.cif,Rotate all surrounding atoms within 3.517936767261482 angstrom of the center atom at index 11 by 81.31777342853174 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1297758_processed.cif
mp-1299593.cif,Rotate all surrounding atoms within 3.751929728547182 angstrom of the center atom at index 2 by 135.06458953685487 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1299593_processed.cif
mp-1301981.cif,Rotate all surrounding atoms within 3.831074127472503 angstrom of the center atom at index 16 by 175.34425199553945 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1301981_processed.cif
mp-1302395.cif,Rotate all surrounding atoms within 2.8493289969137954 angstrom of the center atom at index 13 by 117.25979847086035 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1302395_processed.cif
mp-1307565.cif,Rotate all surrounding atoms within 2.74719267392837 angstrom of the center atom at index 3 by 66.57684570010107 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1307565_processed.cif
mp-1310460.cif,Rotate all surrounding atoms within 3.0044243986276875 angstrom of the center atom at index 15 by 185.98293136663705 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1310460_processed.cif
mp-1311133.cif,Rotate all surrounding atoms within 3.1851490876980173 angstrom of the center atom at index 17 by 240.89164732325884 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1311133_processed.cif
mp-1323.cif,Rotate all surrounding atoms within 3.2925170623659077 angstrom of the center atom at index 62 by 83.14886308495142 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1323_processed.cif
mp-1329989.cif,Rotate all surrounding atoms within 2.0173865377559292 angstrom of the center atom at index 6 by 314.95843643877083 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1329989_processed.cif
mp-1330925.cif,Rotate all surrounding atoms within 1.993210339362185 angstrom of the center atom at index 26 by 234.08597354907613 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1330925_processed.cif
mp-1337025.cif,Rotate all surrounding atoms within 2.0112363108028717 angstrom of the center atom at index 1 by 58.96990977886604 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1337025_processed.cif
mp-1337931.cif,Rotate all surrounding atoms within 2.899978158374184 angstrom of the center atom at index 50 by 230.12193049039348 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1337931_processed.cif
mp-1344766.cif,Rotate all surrounding atoms within 2.6383012840914697 angstrom of the center atom at index 18 by 164.7518331676573 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1344766_processed.cif
mp-1347018.cif,Rotate all surrounding atoms within 3.631855263592147 angstrom of the center atom at index 4 by 168.43702437917264 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1347018_processed.cif
mp-1348043.cif,Rotate all surrounding atoms within 2.1282867557088836 angstrom of the center atom at index 1 by 271.2273412264342 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1348043_processed.cif
mp-1350284.cif,Rotate all surrounding atoms within 3.5800702097952883 angstrom of the center atom at index 25 by 164.20343164922815 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1350284_processed.cif
mp-1354141.cif,Rotate all surrounding atoms within 3.9211036158833155 angstrom of the center atom at index 33 by 246.34151521183628 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1354141_processed.cif
mp-13560.cif,Rotate all surrounding atoms within 3.86678626739483 angstrom of the center atom at index 3 by 262.3876429852936 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-13560_processed.cif
mp-1368020.cif,Rotate all surrounding atoms within 2.127080903348917 angstrom of the center atom at index 11 by 82.86506070057462 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1368020_processed.cif
mp-1370295.cif,Rotate all surrounding atoms within 3.3537176262833888 angstrom of the center atom at index 11 by 302.73816766254845 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1370295_processed.cif
mp-1373337.cif,Rotate all surrounding atoms within 2.440029133233518 angstrom of the center atom at index 0 by 265.2348443910545 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1373337_processed.cif
mp-1376405.cif,Rotate all surrounding atoms within 2.898393923700285 angstrom of the center atom at index 25 by 142.14997348512188 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1376405_processed.cif
mp-1377393.cif,Rotate all surrounding atoms within 3.5977765245899826 angstrom of the center atom at index 15 by 223.9569622525847 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1377393_processed.cif
mp-1377991.cif,Rotate all surrounding atoms within 2.395350530551814 angstrom of the center atom at index 6 by 103.32119879648221 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1377991_processed.cif
mp-1385417.cif,Rotate all surrounding atoms within 3.593565327891417 angstrom of the center atom at index 2 by 159.39253601691578 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1385417_processed.cif
mp-1388114.cif,Rotate all surrounding atoms within 2.8255890676980098 angstrom of the center atom at index 8 by 225.25551099547988 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1388114_processed.cif
mp-1388425.cif,Rotate all surrounding atoms within 1.9200321472585924 angstrom of the center atom at index 12 by 201.6148667344998 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1388425_processed.cif
mp-1391777.cif,Rotate all surrounding atoms within 2.990709370558504 angstrom of the center atom at index 7 by 164.9030533957888 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1391777_processed.cif
mp-14005.cif,Rotate all surrounding atoms within 3.1891304826760587 angstrom of the center atom at index 6 by 160.88509630245255 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-14005_processed.cif
mp-1401385.cif,Rotate all surrounding atoms within 3.2286257851710474 angstrom of the center atom at index 0 by 241.55996186981176 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1401385_processed.cif
mp-1405211.cif,Rotate all surrounding atoms within 3.8865169588554704 angstrom of the center atom at index 0 by 289.4220684663855 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1405211_processed.cif
mp-1412002.cif,Rotate all surrounding atoms within 2.7288984028794445 angstrom of the center atom at index 9 by 201.5697255982659 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1412002_processed.cif
mp-1419122.cif,Rotate all surrounding atoms within 3.55016201551161 angstrom of the center atom at index 10 by 190.91855164856256 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1419122_processed.cif
mp-1439.cif,Rotate all surrounding atoms within 3.0866490278626744 angstrom of the center atom at index 11 by 287.1938755517026 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1439_processed.cif
mp-14555.cif,Rotate all surrounding atoms within 3.8211588077146876 angstrom of the center atom at index 20 by 237.28389391201262 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-14555_processed.cif
mp-14556.cif,Rotate all surrounding atoms within 3.388691689453588 angstrom of the center atom at index 21 by 264.6092412552629 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-14556_processed.cif
mp-1516666.cif,Rotate all surrounding atoms within 3.740586157560478 angstrom of the center atom at index 14 by 81.31975415379003 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1516666_processed.cif
mp-1517169.cif,Rotate all surrounding atoms within 3.2396895503249588 angstrom of the center atom at index 8 by 109.73132501422204 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1517169_processed.cif
mp-1517627.cif,Rotate all surrounding atoms within 2.414461122354319 angstrom of the center atom at index 5 by 146.1174783220842 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1517627_processed.cif
mp-1518007.cif,Rotate all surrounding atoms within 3.114728149277174 angstrom of the center atom at index 36 by 48.99701859332629 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1518007_processed.cif
mp-1518014.cif,Rotate all surrounding atoms within 2.0892172528519968 angstrom of the center atom at index 12 by 228.5071027569183 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1518014_processed.cif
mp-1518246.cif,Rotate all surrounding atoms within 3.437032899893662 angstrom of the center atom at index 4 by 95.15994810666616 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1518246_processed.cif
mp-1518458.cif,Rotate all surrounding atoms within 2.786136045960447 angstrom of the center atom at index 2 by 169.92472476551686 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1518458_processed.cif
mp-1518757.cif,Rotate all surrounding atoms within 2.8480448364227446 angstrom of the center atom at index 7 by 109.13785919512013 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1518757_processed.cif
mp-1519002.cif,Rotate all surrounding atoms within 2.8120617115699376 angstrom of the center atom at index 2 by 88.5430839216377 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1519002_processed.cif
mp-1519698.cif,Rotate all surrounding atoms within 3.655370765148338 angstrom of the center atom at index 16 by 231.0825417407963 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1519698_processed.cif
mp-1519736.cif,Rotate all surrounding atoms within 2.8618381853234762 angstrom of the center atom at index 4 by 182.07880731376122 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1519736_processed.cif
mp-1519860.cif,Rotate all surrounding atoms within 2.4009346623208647 angstrom of the center atom at index 13 by 58.67161256831633 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1519860_processed.cif
mp-1519983.cif,Rotate all surrounding atoms within 3.7160743403971113 angstrom of the center atom at index 9 by 73.83007170344864 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1519983_processed.cif
mp-1519998.cif,Rotate all surrounding atoms within 3.7257126892943813 angstrom of the center atom at index 7 by 140.47470444329713 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1519998_processed.cif
mp-1520500.cif,Rotate all surrounding atoms within 2.368581064420299 angstrom of the center atom at index 23 by 301.47396223288797 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1520500_processed.cif
mp-1521011.cif,Rotate all surrounding atoms within 3.462270993251719 angstrom of the center atom at index 7 by 122.13715436567288 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1521011_processed.cif
mp-1521056.cif,Rotate all surrounding atoms within 3.931983863338051 angstrom of the center atom at index 8 by 224.74836978442352 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1521056_processed.cif
mp-1521082.cif,Rotate all surrounding atoms within 3.457591284227969 angstrom of the center atom at index 1 by 59.444713069857826 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1521082_processed.cif
mp-1521221.cif,Rotate all surrounding atoms within 3.6228341104857447 angstrom of the center atom at index 1 by 158.77817462231556 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1521221_processed.cif
mp-1521309.cif,Rotate all surrounding atoms within 3.033146779743762 angstrom of the center atom at index 2 by 198.78837569995343 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1521309_processed.cif
mp-1521702.cif,Rotate all surrounding atoms within 3.7442240200497636 angstrom of the center atom at index 14 by 281.7516802122308 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1521702_processed.cif
mp-1522205.cif,Rotate all surrounding atoms within 2.1498124257828035 angstrom of the center atom at index 16 by 93.39401743869789 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1522205_processed.cif
mp-1522629.cif,Rotate all surrounding atoms within 3.129363443083448 angstrom of the center atom at index 10 by 189.9876022029398 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1522629_processed.cif
mp-1522792.cif,Rotate all surrounding atoms within 1.9750237032261124 angstrom of the center atom at index 7 by 204.34699257921986 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1522792_processed.cif
mp-1523004.cif,Rotate all surrounding atoms within 3.087811480266104 angstrom of the center atom at index 6 by 185.7099797395477 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1523004_processed.cif
mp-1523044.cif,Rotate all surrounding atoms within 3.6973274934751283 angstrom of the center atom at index 4 by 137.9949794843455 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1523044_processed.cif
mp-1523067.cif,Rotate all surrounding atoms within 3.814347131257021 angstrom of the center atom at index 5 by 161.8178573418533 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1523067_processed.cif
mp-1523239.cif,Rotate all surrounding atoms within 2.152081389732749 angstrom of the center atom at index 6 by 253.2708230791675 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1523239_processed.cif
mp-15896.cif,Rotate all surrounding atoms within 3.254797242841972 angstrom of the center atom at index 2 by 304.5841065427493 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-15896_processed.cif
mp-1643677.cif,Rotate all surrounding atoms within 2.6642089118564636 angstrom of the center atom at index 14 by 84.27549707916074 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1643677_processed.cif
mp-1645697.cif,Rotate all surrounding atoms within 3.6800039485489764 angstrom of the center atom at index 36 by 151.54694352658146 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1645697_processed.cif
mp-1661789.cif,Rotate all surrounding atoms within 2.1665445062893927 angstrom of the center atom at index 20 by 213.8077833923037 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1661789_processed.cif
mp-1661936.cif,Rotate all surrounding atoms within 3.711876256044027 angstrom of the center atom at index 16 by 183.56643843767765 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1661936_processed.cif
mp-1662795.cif,Rotate all surrounding atoms within 2.65588458671542 angstrom of the center atom at index 49 by 115.3096373176286 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1662795_processed.cif
mp-1666930.cif,Rotate all surrounding atoms within 3.5630104044957775 angstrom of the center atom at index 12 by 278.33796313117006 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1666930_processed.cif
mp-17024.cif,Rotate all surrounding atoms within 2.021290598288328 angstrom of the center atom at index 20 by 234.6336127656752 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-17024_processed.cif
mp-17282.cif,Rotate all surrounding atoms within 3.055116913846622 angstrom of the center atom at index 17 by 184.32872393362936 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-17282_processed.cif
mp-17344.cif,Rotate all surrounding atoms within 3.0039994864737642 angstrom of the center atom at index 14 by 160.17876992598397 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-17344_processed.cif
mp-17676.cif,Rotate all surrounding atoms within 2.994807153017853 angstrom of the center atom at index 28 by 167.8322532627875 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-17676_processed.cif
mp-17770.cif,Rotate all surrounding atoms within 3.2235720830673307 angstrom of the center atom at index 0 by 204.56480161905375 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-17770_processed.cif
mp-17838.cif,Rotate all surrounding atoms within 3.559474007279742 angstrom of the center atom at index 11 by 261.44277114612674 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-17838_processed.cif
mp-17861.cif,Rotate all surrounding atoms within 3.162207863033258 angstrom of the center atom at index 11 by 124.07738722534793 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-17861_processed.cif
mp-18469.cif,Rotate all surrounding atoms within 2.879101732650617 angstrom of the center atom at index 35 by 58.500530412279986 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-18469_processed.cif
mp-18525.cif,Rotate all surrounding atoms within 3.5562499701262738 angstrom of the center atom at index 6 by 305.24910553796036 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-18525_processed.cif
mp-18612.cif,Rotate all surrounding atoms within 2.7949725408619153 angstrom of the center atom at index 15 by 208.377037811842 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-18612_processed.cif
mp-18701.cif,Rotate all surrounding atoms within 2.919454916628467 angstrom of the center atom at index 13 by 152.42361634592964 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-18701_processed.cif
mp-18713.cif,Rotate all surrounding atoms within 3.795321137179932 angstrom of the center atom at index 20 by 254.30424437175213 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-18713_processed.cif
mp-18817.cif,Rotate all surrounding atoms within 3.0219814898827635 angstrom of the center atom at index 6 by 75.2855481449827 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-18817_processed.cif
mp-18833.cif,Rotate all surrounding atoms within 2.603318424237581 angstrom of the center atom at index 12 by 231.99807826446508 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-18833_processed.cif
mp-18848.cif,Rotate all surrounding atoms within 3.1812939800806372 angstrom of the center atom at index 5 by 269.31701755584857 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-18848_processed.cif
mp-18996.cif,Rotate all surrounding atoms within 2.066273028286643 angstrom of the center atom at index 17 by 162.29074891489904 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-18996_processed.cif
mp-19070.cif,Rotate all surrounding atoms within 2.5146821904877776 angstrom of the center atom at index 3 by 57.85803830173647 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-19070_processed.cif
mp-19087.cif,Rotate all surrounding atoms within 2.5050222451320376 angstrom of the center atom at index 8 by 294.8642556289344 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-19087_processed.cif
mp-19123.cif,Rotate all surrounding atoms within 3.5946480725976127 angstrom of the center atom at index 3 by 230.38476090011773 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-19123_processed.cif
mp-19162.cif,Rotate all surrounding atoms within 2.763370413638477 angstrom of the center atom at index 1 by 238.1697635990703 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-19162_processed.cif
mp-19426.cif,Rotate all surrounding atoms within 2.543425982555504 angstrom of the center atom at index 3 by 161.30866456051635 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-19426_processed.cif
mp-19785.cif,Rotate all surrounding atoms within 2.402123926511413 angstrom of the center atom at index 7 by 312.333838073318 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-19785_processed.cif
mp-1987603.cif,Rotate all surrounding atoms within 3.871245502864877 angstrom of the center atom at index 3 by 113.10182279920862 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1987603_processed.cif
mp-19903.cif,Rotate all surrounding atoms within 2.439041340319305 angstrom of the center atom at index 1 by 208.99411148163247 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-19903_processed.cif
mp-19931.cif,Rotate all surrounding atoms within 2.7659301583045632 angstrom of the center atom at index 6 by 230.0174506417528 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-19931_processed.cif
mp-20276.cif,Rotate all surrounding atoms within 3.2038253017437786 angstrom of the center atom at index 15 by 295.37984856639946 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-20276_processed.cif
mp-2030372.cif,Rotate all surrounding atoms within 3.004913714219854 angstrom of the center atom at index 6 by 96.39840019321417 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-2030372_processed.cif
mp-20460.cif,Rotate all surrounding atoms within 2.8969694200758984 angstrom of the center atom at index 5 by 54.666735808489406 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-20460_processed.cif
mp-20499.cif,Rotate all surrounding atoms within 2.7640085412263633 angstrom of the center atom at index 12 by 47.61062156565963 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-20499_processed.cif
mp-2053129.cif,Rotate all surrounding atoms within 3.555580170639688 angstrom of the center atom at index 7 by 84.69895937649805 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-2053129_processed.cif
mp-20633.cif,Rotate all surrounding atoms within 2.2453835426423105 angstrom of the center atom at index 5 by 144.23717796539069 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-20633_processed.cif
mp-21208.cif,Rotate all surrounding atoms within 3.3211655930801696 angstrom of the center atom at index 9 by 252.33288886384878 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-21208_processed.cif
mp-21493.cif,Rotate all surrounding atoms within 3.36213122406935 angstrom of the center atom at index 7 by 251.67565929595372 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-21493_processed.cif
mp-21658.cif,Rotate all surrounding atoms within 3.548181764117203 angstrom of the center atom at index 3 by 130.01015530632426 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-21658_processed.cif
mp-21799.cif,Rotate all surrounding atoms within 3.5899038806549495 angstrom of the center atom at index 8 by 233.4822616926184 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-21799_processed.cif
mp-22042.cif,Rotate all surrounding atoms within 2.204992931960417 angstrom of the center atom at index 20 by 149.6146623694015 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-22042_processed.cif
mp-2206289.cif,Rotate all surrounding atoms within 2.1763182162583568 angstrom of the center atom at index 10 by 151.50451500540333 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-2206289_processed.cif
mp-22076.cif,Rotate all surrounding atoms within 3.7666414828250083 angstrom of the center atom at index 20 by 123.91127974396508 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-22076_processed.cif
mp-2215910.cif,Rotate all surrounding atoms within 2.246423024333075 angstrom of the center atom at index 10 by 210.1148615024513 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-2215910_processed.cif
mp-2217621.cif,Rotate all surrounding atoms within 2.7037510278976753 angstrom of the center atom at index 9 by 109.97561467617292 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-2217621_processed.cif
mp-2217707.cif,Rotate all surrounding atoms within 3.0687090929486764 angstrom of the center atom at index 3 by 123.58578423078846 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-2217707_processed.cif
mp-2217878.cif,Rotate all surrounding atoms within 2.153700503694691 angstrom of the center atom at index 6 by 162.5974353766082 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-2217878_processed.cif
mp-2218067.cif,Rotate all surrounding atoms within 2.9549539730833887 angstrom of the center atom at index 7 by 201.7567421749949 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-2218067_processed.cif
mp-2218172.cif,Rotate all surrounding atoms within 3.328614664248422 angstrom of the center atom at index 2 by 181.89845148122 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-2218172_processed.cif
mp-2218202.cif,Rotate all surrounding atoms within 2.8607761925645394 angstrom of the center atom at index 11 by 91.15180488867703 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-2218202_processed.cif
mp-2218885.cif,Rotate all surrounding atoms within 1.5732597972954248 angstrom of the center atom at index 8 by 252.48010181532405 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-2218885_processed.cif
mp-2218969.cif,Rotate all surrounding atoms within 2.9346676285590347 angstrom of the center atom at index 9 by 273.30368595722734 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-2218969_processed.cif
mp-2219052.cif,Rotate all surrounding atoms within 3.3086859737685357 angstrom of the center atom at index 6 by 148.35116439524165 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-2219052_processed.cif
mp-2219166.cif,Rotate all surrounding atoms within 2.8122295896479432 angstrom of the center atom at index 2 by 295.3390238131633 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-2219166_processed.cif
mp-2219262.cif,Rotate all surrounding atoms within 3.597593522541572 angstrom of the center atom at index 2 by 145.43751116631864 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-2219262_processed.cif
mp-2219466.cif,Rotate all surrounding atoms within 1.5101655048722904 angstrom of the center atom at index 3 by 227.78800643489944 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-2219466_processed.cif
mp-2222780.cif,Rotate all surrounding atoms within 3.13184497049475 angstrom of the center atom at index 0 by 111.63232836121959 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-2222780_processed.cif
mp-2223884.cif,Rotate all surrounding atoms within 3.097408785539293 angstrom of the center atom at index 4 by 143.51846641716946 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-2223884_processed.cif
